"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Antigua and Barbuda","ATG","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","3.06632213608957","20.449607220458","19.8085062096718","13.475793375029","-19.9795866292421","-0.625","9.60082146065973","17.4669165007612","22.1574198693983","22.4149187953971","9.5503183439448","11.1063777994158","-4.97343484690803","4.06075278114014","-2.65045559032875","-5.94310099573258","4.30416502828106","2.08212504349842","10.7408669961934","7.24161814124105","7.72377170741041","7.75618963028755","6.33654797230466","-18.1481696800574","6.03721767129126","8.65856925962312","1.88221756462417","19.3780000806744","35.4874134144281","8.07905729783653","-0.0138449823476492","-6.52996699822297","-25.423749737664","-13.312585872966","2.40227624267193","5.77156177156178","4.97708039492241","2.01702970962161","14.4261161596207","10.0105025393126","21.1639312103577","2.2482946204991","-19.723216265003","11.0181861217405","3.89098145121172","1.04433879444996","",
"Australia","AUS","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.50095543855143","-2.44137416241371","2.65475010073044","4.17169180349808","3.69667913751704","3.09275281796792","1.52292675489886","5.27669737825047","3.48807023400191","3.31680216094894","-0.9552134694855","4.31059315443787","5.88472886807054","2.20320051813472","2.0702197967012","2.09436726290512","4.66646238724802","4.50560213045831","0.833558482382529","3.09439932045525","1.38573389539039","6.14155067417737","3.4878697471255","4.16232161414136","1.46141775800825","0.97483470111581","-1.09017547733232","3.86219235156504","1.2504919842242","-0.281047080552085","-0.673594200259657","0.441818458715289","0.758420693456927","0.547616381638406",
"Austria","AUT","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","5.88959265513446","-1.12095406770226","3.22111151270693","1.95482677518395","-2.05847423543668","-2.05213655200605","2.42837176467529","-2.46835939141799","5.19465606755034","1.789984348771","0.40267383353769","3.4412957864743","2.62932479058946","6.29496240446403","4.29887460821219","1.07849563226794","-0.0130806320373438","4.79932537521765","3.19859663323095","1.4887177513171","1.27492468153065","2.93537712167679","3.17356912948586","3.53774879065374","1.17888799416141","-0.868849481404183","2.4765245920634","3.15994930863405","2.48770613907334","3.35145519987037","4.82349438083732","0.57694487651068","-10.6334020922615","2.67375876910789","3.09886852543242","1.33400935068022","0.522833795464962","0.0940142153835524","-0.150130826099854","3.35096179482429","3.15269057879802","3.06354425578159","0.510278140645369","-5.7412999092101","5.99996002812379","5.2179571797392","-2.77153960327674","-4.8280289284092",
"Azerbaijan","AZE","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25.1340900963064","-27.2561038830158","-13.395638829481","7.29694833017534","17.7287382281046","17.9068407371926","2.63610750962894","-13.2374570402926","2.76423057253029","15.1875766998967","14.1185259441099","11.8727208108806","43.4429100355148","49.8187782713232","32.8810035243688","9.69497063932074","10.5976498737602","4.69327497282026","-4.27104973525788","-1.01612453399076","4.39142443066191","0.423825006550288","-2.36430776648136","-5.75119984445888","-3.070874247213","-0.661292203406589","1.17245639091321","-5.01485084341151","3.1423343290555","0.393457247228341","-0.271252277124105","2.07611083045731",
"Burundi","BDI","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","5.62720672017547","-2.32581485038916","1.86258702588378","3.66402753891167","0.626830009717622","10.3442880390807","24.4358296207416","11.4161618436684","0.811383294776519","10.1314554799782","9.57507376467478","9.24661091606156","3.24706208103214","1.54106434084451","9.30813770719257","1.32354382230911","7.41080008290018","0.555370664855886","0.719166510252563","7.48808806628935","9.27966372026039","8.56999755655177","-14.0200000084097","-18.470000001411","-16.5900000147213","3.88000002281161","-1.05085170824763","-1.58999997169602","4.58999996032054","-6.23015180737903","-6.2301518077708","-6.2301517781183","-6.23015180203193","-6.23015183183078","1.55091892758539","5.36824509267224","6.11202597703814","2.402175291037","11.8354208823203","0.79856472115128","1.8514591270232","7.72296812430517","2.82926391506339","6.53801872321","-0.605550777102493","-0.511409716453272","4.18827075720256","8.92427210263504","1.34198040371712","0.346615868773583","2.63283355456711","3.02442342934566","2.37146847814493","1.6966988599594",
"Belgium","BEL","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32881582800017","5.90173507449067","1.53595685756073","1.70904198340105","6.08697161148568","0.42982556581326","0.0271876335107066","0.348082477635799","4.88558365256075","2.41284598009743","0.842582059079518","4.78566983936761","-1.96799695607088","-4.27133169930059","3.06171473836916","1.86434202836591","-2.29321701121663","0.725189008382856","1.39116667006915","0.771276952745723","-1.19551498722898","1.0197764962695","0.515028237026428","3.46833664341312","-5.37463428405222","-1.49430833854113","7.37654703396247","1.26585659537142","0.00453675031519651",
"Benin","BEN","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","-7.24692769004608","14.0537559804257","-2.8397757505986","28.2607971754592","-13.5666280075941","-12.3737209801484","14.2599368207231","-6.27061543596473","7.829513690886","-1.27784505592751","19.0990717107149","34.3858963610364","-3.90736586385293","8.43377010100863","9.16665302792852","-21.3740474852193","-0.161811814073189","5.99675620326884","7.80427656755307","8.19961379094501","4.53695169300676","9.05240145633783","-1.7936451905133","4.83391297563558","3.92118751717609","7.6962793741726","3.50844056578119","-0.187647250871905","1.74973586865568","9.20854703548255","13.3575033814098","1.85878430725784","1.1770368330605","1.07548447744104","6.59517359314022","3.0486357533092","-1.77019105211235","-8.90281578749014","1.53198704288178","3.36777998298918","0.175324284212593","3.66417187653727","6.1995819109343","3.89150454428717","13.7868754537775","0.891605887717134","0.469051557302976","4.84097644985295","13.5583944431426","5.17512691988129","9.11635590389974","7.88882842476228","7.29191943702985","9.65735610087076",
"Burkina Faso","BFA","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","3.99684693771263","2.01816754504985","13.0797255381091","-11.683769356996","20.9832938594862","10.7733464507909","-16.9161794277902","7.65924653063756","-2.92036702710053","4.14897282003908","-1.33309916686181","7.89637819394038","0.783076334816357","1.74823183649519","5.53892669547893","10.1069263646039","8.37000755013348","-0.950753377625873","-0.542984549606985","7.62909928706377","0.125977892883668","4.1629070873766","5.27412928408101","-4.56299688549807","0.198362207830712","-0.870013453168539","20.3983910069659","4.34425531617191","34.6975079014472","-3.09117322711673","5.05829151217729","6.04593602276667","13.8733313033664","5.56958239067605","5.04229190394709","5.26077648760351","13.7909506218365","-2.1473898567766","11.4071868879166","12.0170332343243","12.5193179112468","-1.72632263616821","4.64974325582814","10.3905204395629","6.51143924262945","4.99902004161596","5.89794268293706","9.52395751562662","9.53025067113147","9.94202619639093","6.66028061625907","-8.0926977414549","1.98764037409683","-3.37392628850665",
"Bangladesh","BGD","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","2.03375392353082","26.6464781715953","3.91926614303459","36.0536795447412","7.8859911398729","-4.00791471855158","-13.3219530493412","18.4028292346179","6.02249561461936","0.73767231344037","-19.6383561732087","-46.6848485809396","69.6899882690803","20.6046141531794","-12.5921208423917","-1.54574786517944","17.1459532934343","4.58699038938917","21.1330198048487","-3.82095091504854","5.00925762054302","3.37754520750447","3.89906744253356","9.62858041771202","6.18843548179615","6.90845793513309","8.62689243238339","3.1230268596136","3.77914616925683","7.29753048111743","4.71089839561354","6.98920326524393","8.09418660626446","8.12966918611215","10.1343668339856","6.7367266914209","5.22548196940957","8.726901366391","5.24130504240993","6.25577136907476","7.46167968792395","5.80300982499556","6.58169972868812","7.04927176809298","7.93237095905228","9.79789995663096","9.0278282316592","7.03353404140566","6.9131732548217","7.03220195820229","9.01913017982581","9.43559876394447","9.63935890583394","8.16001423546469","9.6669048554927","11.0937338432963","8.27216485254442","10.1958139198514","11.6333234522901","3.61107832119019","10.2871150198236","9.85566343595963","8.36735146205388","3.50618125673967",
"Bulgaria","BGR","Industry (including construction), value added (annual % growth)","NV.IND.TOTL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.46769284248644","9.34655728088426","7.63915686791429","6.13131833081127","5.09407775598521","5.19291832889645","5.37380045943488","9.9142620846681","0.965210424012298","-12.500000016868","-18.5999992552546","-6.40000129200645","-6.19999942901235","5.99999930557632","-5.47048629331786","0.54029477239223","8.31462702851297","2.68032618825438","-0.865114305345642","10.8846463597862","6.23007721221211","4.5688796570735","7.63439494292295","3.9804514734976","4.48233319547779","9.25238776383183","11.9800221855026","5.54225012276311","-2.79627479493645","-7.15568122832286","2.16105147994563","3.95322558187713","-2.83778696861029","0.555568153681875","4.3979782298498","3.92589158086673","0.978815943611394","-1.14669719194848","0.0107484129341202","-6.82551321214581","0.968961233944455","12.7687781832173","-4.11320430419377","-4.11647431388516",
